make,model,year,driveTrain,cylinders,engineTorque,engineType,interiorColor,exteriorColor,horsepower,mileage,mpgHighway,mpgCity,state,transmission,vehicleSize,types,basePrice,body
Nissan,Pathfinder,2020,4WD,6,259,Gas,Black,White,284,48004,27,20,Nebraska,Automatic,Mid-size,Sport Utilities,31998.0,4D Sport Utility
Nissan,Maxima,2016,2WD,6,261,Gas,Black,Blue,300,38740,30,22,Nebraska,Automatic,Mid-size,Sedans,24998.0,4D Sedan
Volvo,XC90,2018,4WD,4,258,Turbo Gas,Black,Blue,250,36838,28,22,Nebraska,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",39998.0,4D Sport Utility
Chevrolet,Colorado,2018,4WD,6,,,Black,Black,,41882,,,Florida,Automatic,Compact,Pickup Trucks,38998.0,4D Crew Cab
Toyota,Camry,2020,2WD,4,184,Gas,Black,White,203,46118,,28,Nebraska,Automatic,Mid-size,Sedans,23998.0,4D Sedan
Mercedes-Benz,C300,2017,4WD,6,273,Turbo Gas,White,Gray,241,22033,29,22,Nebraska,Automatic,Mid-size,"Coupes,Convertibles",44998.0,2D Convertible
Toyota,Tacoma,2019,4WD,6,,,Gray,Black,,38686,,,Florida,Automatic,Mid-size,Pickup Trucks,42998.0,4D Crew Cab
Kia,Optima,2016,2WD,4,,,Gray,Gray,,56944,,,Colorado,Automatic,Mid-size,Sedans,17998.0,4D Sedan
Mercedes-Benz,C300,2018,4WD,4,273,Turbo Gas,Tan,Gray,241,13553,32,23,Tennessee,Automatic,Mid-size,"Luxury Vehicles,Sedans",34998.0,4D Sedan
Jeep,Renegade,2017,2WD,4,184,Turbo Gas,Black,Black,160,17804,30,22,Tennessee,Automatic,,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Hyundai,Elantra,2018,2WD,4,132,Gas,Black,Black,147,19995,38,29,Tennessee,Automatic,Compact,Sedans,18998.0,4D Sedan
Kia,Soul,2016,2WD,4,118,Gas,Black,White,130,54678,30,24,Tennessee,Automatic,Compact,"Sport Utilities,Wagons",15998.0,4D Wagon
Mazda,CX-5,2018,4WD,4,186,Gas,White,Blue,187,24351,30,24,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Toyota,Corolla,2018,2WD,4,128,Gas,Black,White,132,56381,36,28,Tennessee,Automatic,Compact,Sedans,18998.0,4D Sedan
Ford,Escape,2017,2WD,4,177,Turbo Gas,Black,Blue,179,44451,30,23,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Chevrolet,Tahoe,2021,2WD,8,383,Gas,Black,Gray,355,7948,20,16,Alabama,Automatic,Full-size,Sport Utilities,74998.0,4D Sport Utility
GMC,Sierra 1500,2014,4WD,8,383,Gas,Brown,White,355,100898,22,16,Colorado,Automatic,Full-size,Pickup Trucks,34998.0,4D Crew Cab
Toyota,Corolla,2021,2WD,4,,,Black,White,,8711,,,Tennessee,Automatic,Compact,Sedans,24998.0,4D Sedan
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Red,124,44329,37,29,Tennessee,Automatic,Compact,Sedans,17998.0,4D Sedan
Ford,F150,2018,4WD,8,400,Gas,Gray,Black,395,29936,23,18,Alabama,Automatic,Full-size,Pickup Trucks,39998.0,4D Extended Cab
Chevrolet,Malibu,2018,2WD,4,184,Turbo Gas,Black,Gray,160,59435,36,27,Alabama,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Chevrolet,Cruze,2018,2WD,4,177,Turbo Gas,Black,Silver,153,13387,40,29,Tennessee,Automatic,Compact,Sedans,19998.0,4D Sedan
Ford,Edge,2019,4WD,4,280,Turbo Gas,Black,Gray,250,50891,28,21,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",31998.0,4D Sport Utility
Honda,Accord,2015,2WD,4,181,Gas,Tan,White,185,75548,36,27,New Mexico,Automatic,Mid-size,Sedans,17998.0,4D Sedan
Dodge,Challenger,2016,2WD,6,268,Gas,Black,Silver,305,27430,30,19,Alabama,Automatic,Compact,"Coupes,Sports Cars",28998.0,2D Coupe
Jeep,Patriot,2016,4WD,4,165,Gas,Black,Black,172,46328,26,20,New Mexico,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Jeep,Renegade,2018,4WD,4,175,Gas,Black,Black,180,36260,31,24,Illinois,Automatic,,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Chevrolet,Trax,2016,2WD,4,148,Turbo Gas,Black,Silver,138,54873,34,26,Iowa,Automatic,,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
Honda,Odyssey,2017,2WD,6,250,Gas,Tan,White,248,59472,27,19,Alabama,Automatic,Mid-size,Minivans and Vans,29998.0,4D Pass Ext Van
Ford,Fiesta,2019,2WD,4,112,Gas,Black,White,120,51619,35,27,Alabama,Automatic,Compact,Sedans,15998.0,4D Hatchback
Chevrolet,Equinox,2019,2WD,4,203,Turbo Gas,Gray,Silver,170,77702,32,26,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
GMC,Yukon,2015,4WD,8,460,Gas,Gray,Black,420,82181,21,15,Tennessee,Automatic,Full-size,Sport Utilities,42998.0,4D Sport Utility
Dodge,Journey,2019,2WD,4,166,Gas,Black,Red,173,22744,25,19,Tennessee,Automatic,Mid-size,Sport Utilities,21998.0,4D Sport Utility
Toyota,Sienna,2016,2WD,6,245,Gas,Gray,Black,266,52669,25,18,Tennessee,Automatic,Mid-size,Minivans and Vans,30998.0,4D Pass Van
Subaru,Outback,2019,4WD,4,174,Gas,Tan,Black,175,38509,32,25,Missouri,Automatic,Mid-size,"Sport Utilities,Wagons",26998.0,4D Wagon
Mini,Cooper Hardtop,2020,2WD,3,162,Turbo Gas,Black,White,134,25629,36,28,Missouri,Automatic,Compact,Sedans,21998.0,4D Hatchback
Kia,Forte,2021,2WD,4,,,Black,Black,,11278,,,Tennessee,Automatic,Compact,Sedans,21998.0,4D Sedan
Chevrolet,Silverado 1500,2018,4WD,8,383,Gas,Black,Silver,355,48373,22,16,Alabama,Automatic,Full-size,Pickup Trucks,39998.0,4D Crew Cab
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Gray,124,47620,37,29,Tennessee,Automatic,Compact,Sedans,18998.0,4D Sedan
Ford,Focus,2018,2WD,4,146,Gas,Black,Silver,160,55203,34,24,Tennessee,Automatic,Compact,Sedans,17998.0,4D Sedan
Volvo,XC40,2019,4WD,4,258,Turbo Gas,Red,Black,248,20262,31,23,Nebraska,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",36998.0,4D Sport Utility
Chevrolet,Silverado 1500,2016,4WD,8,,Hybrid,Black,Silver,,59327,22,17,Colorado,Automatic,Full-size,Pickup Trucks,37998.0,4D Crew Cab
Tesla,Model 3,2019,4WD,2,,Electric,Black,Black,,29011,,,Colorado,Automatic,Compact,"Luxury Vehicles,Sedans,Electric Vehicles",56998.0,4D Sedan
Dodge,Durango,2019,2WD,6,260,Gas,Black,Blue,293,25569,26,19,Tennessee,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Dodge,Challenger,2020,2WD,6,268,Gas,Black,Red,305,26040,30,,Tennessee,Automatic,Compact,"Coupes,Sports Cars",29998.0,2D Coupe
Hyundai,Santa Fe,2018,2WD,6,252,Gas,Gray,Gray,290,17361,25,18,Alabama,Automatic,Mid-size,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Nissan,Altima,2018,2WD,4,177,Gas,Black,Gray,179,44916,37,26,Alabama,Automatic,Mid-size,Sedans,22998.0,4D Sedan
GMC,Terrain,2018,2WD,4,240,Turbo Diesel,Black,White,137,50896,39,28,Illinois,Automatic,Compact,"Crossovers,Sport Utilities,Diesel Engines",27998.0,4D Sport Utility
Ram,1500,2018,2WD,6,,,Gray,White,,53836,,,Florida,Automatic,,Pickup Trucks,28998.0,4D Extended Cab
Toyota,Corolla,2021,2WD,4,126,Gas,Black,Blue,139,3283,,,Alabama,Automatic,Compact,Sedans,23998.0,4D Sedan
Nissan,Rogue,2019,4WD,4,175,Gas,Black,Red,170,4452,32,25,Nebraska,Automatic,Compact,"Crossovers,Sport Utilities",30998.0,4D Sport Utility
Kia,Soul,2020,2WD,4,132,Gas,Black,White,147,30114,33,27,Alabama,Automatic,Compact,"Sport Utilities,Wagons",19998.0,4D Wagon
Chrysler,Pacifica,2018,2WD,6,262,Gas,Black,Red,287,27386,28,19,Nebraska,Automatic,Mid-size,Minivans and Vans,36998.0,4D Pass Van
Ford,Focus,2017,2WD,4,146,Gas,Black,White,,37619,40,30,Tennessee,Automatic,Compact,Sedans,16998.0,4D Sedan
Jeep,Grand Cherokee,2018,4WD,6,260,Gas,Black,White,293,48112,25,18,Iowa,Automatic,Mid-size,Sport Utilities,31998.0,4D Sport Utility
Volkswagen,Tiguan,2017,2WD,4,207,Turbo Gas,Tan,Black,200,56999,24,20,Colorado,Automatic,Compact,"Luxury Vehicles,Sport Utilities",18998.0,4D Sport Utility
Infiniti,QX50,2017,4WD,6,267,Gas,Black,Black,325,55605,24,17,Colorado,Automatic,Mid-size,"Crossovers,Wagons,Sport Utilities",23998.0,4D Sport Utility
Nissan,Sentra,2017,2WD,4,125,Gas,Black,Red,124,35732,37,29,Tennessee,Automatic,Compact,Sedans,17998.0,4D Sedan
Nissan,Armada,2018,4WD,8,394,Gas,Black,Gray,390,37221,18,13,Colorado,Automatic,Full-size,Sport Utilities,36998.0,4D Sport Utility
Jeep,Renegade,2017,4WD,4,175,Gas,Black,Silver,180,39882,29,21,Tennessee,Automatic,,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Ford,Fusion,2020,4WD,4,275,Turbo Gas,Black,Gray,245,40009,29,20,Tennessee,Automatic,Mid-size,Sedans,23998.0,4D Sedan
Honda,Civic,2018,2WD,4,138,Gas,Gray,Blue,158,32004,40,31,Tennessee,Automatic,Compact,Sedans,22998.0,4D Sedan
Subaru,Legacy,2020,4WD,4,277,Turbo Gas,Brown,White,260,17247,32,24,Tennessee,Automatic,Mid-size,Sedans,34998.0,4D Sedan
Chevrolet,Camaro,2020,2WD,8,455,Gas,Black,Black,455,6283,,,Alabama,Automatic,Mid-size,"Coupes,Convertibles",45998.0,2D Convertible
Jeep,Grand Cherokee,2018,4WD,6,260,Gas,Black,White,293,67866,25,18,Colorado,Automatic,Mid-size,Sport Utilities,25998.0,4D Sport Utility
Buick,Enclave,2017,2WD,6,270,Gas,Gray,Black,288,50116,22,15,Tennessee,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",24998.0,4D Sport Utility
Kia,Optima,2019,2WD,4,178,Gas,Black,Blue,185,42461,33,24,Tennessee,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Lincoln,Nautilus,2019,4WD,6,380,Turbo Gas,Gray,Black,335,23807,25,20,Tennessee,Automatic,,Sport Utilities,47998.0,4D Sport Utility
Chevrolet,Traverse,2019,4WD,6,266,Gas,Black,Silver,310,12430,25,17,Nebraska,Automatic,Mid-size,Sport Utilities,48998.0,4D Sport Utility
Chevrolet,Bolt EV,2019,2WD,2,,Electric,Gray,Gray,,4476,,,Nebraska,Automatic,,"Sedans,Electric Vehicles",28998.0,4D Hatchback
Jeep,Wrangler,2020,4WD,4,,,Black,Gray,,15787,,,Nebraska,Automatic,Compact,Sport Utilities,46998.0,4D Sport Utility
Ram,1500,2017,4WD,8,410,Gas,Tan,Brown,395,19855,23,16,Tennessee,Automatic,,Pickup Trucks,41998.0,4D Crew Cab
Chevrolet,Cruze,2018,2WD,4,177,Turbo Gas,Black,Silver,153,7694,40,29,Tennessee,Automatic,Compact,Sedans,19998.0,4D Sedan
Toyota,RAV4,2016,2WD,4,172,Gas,Black,Gray,176,53869,30,23,Texas,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Volkswagen,Jetta,2016,2WD,4,184,Turbo Gas,Gray,White,170,53319,37,25,New Mexico,Manual 5 Speed,Mid-size,Sedans,17998.0,4D Sedan
Chevrolet,Trax,2020,2WD,4,148,Turbo Gas,Black,Black,138,8576,31,26,Iowa,Automatic,,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Hyundai,Elantra,2012,2WD,4,131,Gas,Tan,Blue,148,39126,38,28,Iowa,Automatic,Compact,Sedans,15998.0,4D Sedan
Ford,Fusion,2018,2WD,4,,,Black,Silver,,24206,,,Iowa,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Volkswagen,Atlas,2019,2WD,6,266,Gas,Black,Gray,276,58276,24,17,Alabama,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",32998.0,4D Sport Utility
Chrysler,200,2017,2WD,4,171,Gas,Black,Gray,184,69154,36,23,Alabama,Automatic,Mid-size,"Luxury Vehicles,Sedans",17998.0,4D Sedan
Ford,Fusion Hybrid,2018,2WD,4,129,Hybrid,Black,Blue,188,37914,41,43,Alabama,Automatic,Mid-size,"Sedans,Hybrids",22998.0,4D Sedan
Nissan,Frontier,2019,2WD,6,281,Gas,Gray,Black,261,18161,23,16,Alabama,Automatic,Compact,Pickup Trucks,27998.0,4D Crew Cab
Volkswagen,Golf Alltrack,2017,4WD,4,199,Turbo Gas,Black,White,170,85754,30,22,Tennessee,Automatic,Compact,"Sport Utilities,Wagons",21998.0,4D Wagon
Ford,Fusion Hybrid,2019,2WD,4,129,Hybrid,Black,Black,188,55839,41,43,Tennessee,Automatic,Mid-size,"Sedans,Hybrids",21998.0,4D Sedan
Ford,F150,2018,4WD,6,470,Turbo Gas,Gray,Silver,375,36340,22,16,Tennessee,Automatic,Full-size,Pickup Trucks,40998.0,4D Crew Cab
Jeep,Patriot,2017,4WD,4,165,Gas,Black,Gray,172,48882,25,20,Missouri,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
GMC,Sierra 1500,2010,2WD,8,,,Black,Black,,78947,,,Texas,Automatic,Full-size,Pickup Trucks,26998.0,4D Crew Cab
Chrysler,300,2017,2WD,6,264,Gas,Gray,Silver,300,59252,30,19,Texas,Automatic,Full-size,Sedans,24998.0,4D Sedan
Chevrolet,Silverado 1500,2014,2WD,8,383,Gas,Brown,White,355,109504,23,16,Texas,Automatic,Full-size,Pickup Trucks,30998.0,4D Crew Cab
Toyota,Tundra,2016,4WD,8,401,Gas,Gray,Silver,381,109424,17,13,Texas,Automatic,Full-size,Pickup Trucks,31998.0,4D Crew Cab
Dodge,Challenger,2018,2WD,8,475,Gas,Black,Silver,485,35863,23,14,Texas,Manual 6 Speed,Compact,"Coupes,Sports Cars",38998.0,2D Coupe
Hyundai,Palisade,2021,2WD,6,,,Gray,Red,,3671,,,Alabama,Automatic,,Sport Utilities,52998.0,4D Sport Utility
Toyota,RAV4,2016,4WD,4,172,Gas,Black,Blue,176,45976,29,22,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Jeep,Wrangler,2016,4WD,6,260,Gas,Black,White,285,46490,21,16,Alabama,Automatic,Compact,Sport Utilities,34998.0,4D Sport Utility
Subaru,Outback,2020,4WD,4,277,Turbo Gas,Gray,Blue,260,21187,30,23,Nebraska,Automatic,Mid-size,"Sport Utilities,Wagons",39998.0,4D Wagon
Kia,Soul,2017,2WD,4,150,Gas,Black,Blue,161,78941,30,25,Nebraska,Automatic,Compact,"Sport Utilities,Wagons",16998.0,4D Wagon
Jeep,Grand Cherokee,2021,4WD,6,,,Black,White,,16837,,,Colorado,Automatic,Mid-size,Sport Utilities,40998.0,4D Sport Utility
Nissan,Frontier,2014,2WD,6,281,Gas,Gray,Black,261,84292,22,16,Alabama,Automatic,Compact,Pickup Trucks,23998.0,4D Crew Cab
Dodge,Durango,2017,2WD,6,260,Gas,Black,Gray,293,28900,26,19,Tennessee,Automatic,Full-size,Sport Utilities,29998.0,4D Sport Utility
Subaru,Forester,2014,4WD,4,174,Gas,Black,Silver,170,119988,32,24,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
Honda,HR-V,2019,2WD,4,127,Gas,Gray,Silver,141,53330,34,28,Alabama,Automatic,,"Sport Utilities,Wagons",22998.0,4D Sport Utility
Honda,Civic,2020,2WD,4,138,Gas,Black,White,158,11569,36,25,Alabama,Manual 6 Speed,Compact,Sedans,25998.0,4D Sedan
Nissan,Altima,2018,2WD,4,177,Gas,Black,Silver,179,53902,38,27,Alabama,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Subaru,Impreza,2019,4WD,4,145,Gas,Black,Black,152,16056,38,28,Alabama,Automatic,Compact,Sedans,21998.0,4D Sedan
Ford,Bronco Sport,2021,4WD,3,,,Black,Black,,5814,,,Colorado,Automatic,,Sport Utilities,37998.0,4D Sport Utility
Ram,1500,2018,4WD,6,269,Gas,Gray,Gray,305,24335,,,Nebraska,Automatic,,Pickup Trucks,31998.0,4D Extended Cab
Volvo,XC60,2018,4WD,6,295,Turbo Supercharged,Black,Red,316,28468,27,21,Colorado,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",39998.0,4D Sport Utility
Buick,Encore,2017,2WD,4,148,Turbo Gas,Black,Red,138,40272,33,25,Tennessee,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",21998.0,4D Sport Utility
Ford,F150,2017,4WD,6,470,Turbo Gas,Black,Red,375,46481,21,15,Colorado,Automatic,Full-size,Pickup Trucks,34998.0,4D Crew Cab
Subaru,Ascent,2020,4WD,4,277,Turbo Gas,Black,Black,260,11322,27,21,Colorado,Automatic,,Sport Utilities,37998.0,4D Sport Utility
Dodge,Challenger,2018,2WD,8,475,Gas,Black,White,485,2937,23,14,Colorado,Automatic,Compact,"Coupes,Sports Cars",45998.0,2D Coupe
Honda,Civic,2019,2WD,4,138,Gas,Gray,Gray,158,15393,38,30,Tennessee,Automatic,Compact,Sedans,23998.0,4D Sedan
Kia,Niro,2018,2WD,4,195,Hybrid,Black,Blue,139,18352,46,51,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities,Wagons,Hybrids",23998.0,4D Hatchback
Chevrolet,Equinox,2017,4WD,4,172,Gas,Black,Silver,182,34350,28,20,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Nissan,Rogue,2018,4WD,4,175,Gas,Black,Gray,170,16956,32,25,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",29998.0,4D Sport Utility
Nissan,Pathfinder,2020,4WD,6,259,Gas,Black,Silver,284,47648,27,20,Tennessee,Automatic,Mid-size,Sport Utilities,28998.0,4D Sport Utility
Chevrolet,Trax,2020,2WD,4,148,Turbo Gas,Black,Red,138,5148,31,26,Tennessee,Automatic,,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Ford,Explorer,2020,4WD,4,310,Turbo Gas,Black,Green,300,23230,27,20,Tennessee,Automatic,Mid-size,Sport Utilities,39998.0,4D Sport Utility
Honda,CR-V,2014,2WD,4,163,Gas,Black,Black,185,84352,31,23,Colorado,Automatic,Compact,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Subaru,Outback,2018,4WD,4,174,Gas,Black,Gray,175,20362,32,25,Tennessee,Automatic,Mid-size,"Sport Utilities,Wagons",26998.0,4D Wagon
Toyota,Corolla,2019,2WD,4,128,Gas,Black,Red,132,49046,36,28,Tennessee,Automatic,Compact,Sedans,18998.0,4D Sedan
Ram,1500,2015,2WD,8,410,Gas,Gray,Red,395,94674,22,15,Colorado,Automatic,,Pickup Trucks,26998.0,4D Crew Cab
Mercedes-Benz,SLK350,2014,2WD,6,273,Gas,Black,Black,302,42140,29,21,Nebraska,Automatic,Compact,"Convertibles,Luxury Vehicles,Sports Cars",31998.0,2D Convertible
Mazda,CX-9,2017,4WD,4,310,Turbo Gas,Red,White,227,82216,26,20,Nebraska,Automatic,Full-size,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Ford,Escape,2014,4WD,4,,,Tan,White,,85961,,,Colorado,Automatic,Compact,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Porsche,Macan,2018,4WD,4,273,Turbo Gas,Black,Gray,252,47504,25,20,Colorado,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",43998.0,4D Sport Utility
Chevrolet,Traverse,2017,2WD,6,266,Gas,Gray,White,281,40648,22,15,Tennessee,Automatic,Mid-size,Sport Utilities,26998.0,4D Sport Utility
Toyota,4Runner,2016,4WD,6,278,Gas,Black,Red,270,57314,21,17,Tennessee,Automatic,Mid-size,Sport Utilities,38998.0,4D Sport Utility
Toyota,Corolla,2020,2WD,4,126,Gas,Black,Gray,139,50851,38,30,Tennessee,Automatic,Compact,Sedans,19998.0,4D Sedan
Hyundai,Tucson,2015,4WD,4,177,Gas,Gray,White,182,98307,25,20,New Mexico,Automatic,Compact,"Crossovers,Sport Utilities",16998.0,4D Sport Utility
Subaru,Outback,2021,4WD,4,277,Turbo Gas,Brown,Black,260,5185,,,New Mexico,Automatic,Mid-size,Sport Utilities,43998.0,4D Sport Utility
Mercedes-Benz,E350,2016,2WD,6,273,Gas,Black,Silver,302,44469,29,20,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Chrysler,Pacifica,2017,2WD,6,262,Gas,Black,Gray,287,48590,28,19,New Mexico,Automatic,Mid-size,Minivans and Vans,24998.0,4D Pass Van
Infiniti,Q70,2016,2WD,6,270,Gas,Black,White,330,44303,26,18,Illinois,Automatic,,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Ford,Fusion,2014,2WD,4,175,Gas,Tan,White,175,75803,34,22,Iowa,Automatic,Mid-size,Sedans,14998.0,4D Sedan
Kia,Sorento,2016,2WD,4,178,Gas,Gray,Red,185,70913,29,21,Illinois,Automatic,Mid-size,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Chevrolet,Silverado 1500,2018,4WD,8,,,Black,Silver,,33355,,,Iowa,Automatic,Full-size,Pickup Trucks,36998.0,4D Extended Cab
Chevrolet,Silverado 1500 LD,2019,4WD,8,,,Black,White,,57297,,,Iowa,Automatic,,Pickup Trucks,35998.0,4D Extended Cab
Mercedes-Benz,C300,2017,4WD,4,273,Turbo Gas,Black,Silver,241,37343,31,24,Illinois,Automatic,Mid-size,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Ram,1500,2015,4WD,8,410,Gas,Brown,White,395,59623,21,15,Alabama,Automatic,,Pickup Trucks,36998.0,4D Crew Cab
Honda,Pilot,2016,2WD,6,262,Gas,Tan,White,280,53255,27,19,Alabama,Automatic,Mid-size,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Honda,Accord,2018,2WD,4,273,Turbo Gas,Black,Silver,252,9164,32,22,Alabama,Automatic,Mid-size,Sedans,34998.0,4D Sedan
Jeep,Wrangler,2017,4WD,6,260,Gas,Black,Black,285,30119,21,16,Tennessee,Automatic,Compact,Sport Utilities,39998.0,4D Sport Utility
Chevrolet,Silverado 1500,2018,4WD,8,383,Gas,Black,Gray,355,85961,22,16,Tennessee,Automatic,Full-size,Pickup Trucks,38998.0,4D Crew Cab
Chevrolet,Malibu,2018,2WD,4,184,Turbo Gas,Black,White,160,56759,36,27,Tennessee,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Nissan,Titan XD,2018,4WD,8,555,Turbo Diesel,Black,White,310,48660,,,Texas,Automatic,,"Pickup Trucks,Diesel Engines",46998.0,4D Crew Cab
Chevrolet,Camaro,2015,2WD,8,420,Gas,Black,Gray,426,11842,24,16,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",32998.0,2D Coupe
Chevrolet,Camaro,2018,2WD,8,650,Gas,Black,Blue,650,11718,20,14,New Mexico,Automatic,Mid-size,"Coupes,Sports Cars",61998.0,2D Coupe
Land Rover,Range Rover Velar,2019,4WD,4,269,Turbo Gas,Black,Red,247,24170,27,21,Texas,Automatic,,"Luxury Vehicles,Sport Utilities",52998.0,4D Sport Utility
Chevrolet,Corvette,2021,2WD,8,465,Gas,Black,White,490,2010,27,15,Texas,Automatic,Compact,"Sports Cars,Coupes",97998.0,2D Coupe
Ford,Fiesta,2019,2WD,4,112,Gas,Black,White,120,52701,35,27,Tennessee,Automatic,Compact,Sedans,18998.0,4D Hatchback
Ram,2500,2015,4WD,8,429,Gas,Gray,Gray,410,59128,,,Alabama,Automatic,,Pickup Trucks,42998.0,4D Crew Cab
Ford,Focus,2017,2WD,4,146,Gas,Black,Black,,43526,40,30,Tennessee,Automatic,Compact,Sedans,16998.0,4D Sedan
Jeep,Renegade,2018,4WD,4,175,Gas,Black,Black,180,25303,29,21,Tennessee,Automatic,,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Nissan,Versa,2018,2WD,4,107,Gas,Black,Gray,109,55684,39,31,Tennessee,Automatic,Compact,Sedans,16998.0,4D Sedan
Hyundai,Accent,2020,2WD,4,113,Gas,Black,Blue,120,15229,41,33,Tennessee,Automatic,Compact,Sedans,19998.0,4D Sedan
Ford,Fiesta,2018,2WD,4,112,Gas,Black,Gray,120,44859,35,27,Tennessee,Automatic,Compact,Sedans,17998.0,4D Sedan
Kia,Soul,2021,2WD,4,132,Gas,Gray,Red,147,10464,,,Tennessee,Automatic,Compact,Wagons,21998.0,4D Wagon
Infiniti,QX30,2017,2WD,4,258,Turbo Gas,Black,Blue,208,57867,33,24,Nebraska,Automatic,Compact,"Luxury Vehicles,Sport Utilities,Wagons",21998.0,4D Sport Utility
GMC,Acadia,2019,4WD,4,188,Gas,Black,Black,193,28941,25,21,Nebraska,Automatic,Mid-size,"Crossovers,Sport Utilities",30998.0,4D Sport Utility
Mercedes-Benz,GLC300,2017,4WD,4,273,Turbo Gas,Tan,White,241,30129,28,21,Nebraska,Automatic,,Sport Utilities,34998.0,4D Sport Utility
Subaru,Impreza,2021,4WD,4,,,Black,Black,,5240,,,Nebraska,Automatic,Compact,Sedans,23998.0,4D Sedan
Toyota,Highlander,2017,4WD,6,263,Gas,Gray,White,295,29718,26,20,Nebraska,Automatic,Mid-size,"Crossovers,Sport Utilities",35998.0,4D Sport Utility
Volvo,XC60,2013,4WD,6,325,Gas,Black,Silver,300,60993,25,18,Colorado,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",22998.0,4D Sport Utility
Jeep,Cherokee,2019,4WD,4,171,Gas,Black,Black,180,31186,29,21,Tennessee,Automatic,Mid-size,Sport Utilities,25998.0,4D Sport Utility
Hyundai,Elantra,2021,2WD,4,195,Turbo Gas,Black,Red,180,8495,37,27,Tennessee,Automatic,Compact,Sedans,28998.0,4D Sedan
Chevrolet,Tahoe,2016,4WD,8,383,Gas,Tan,Black,355,56212,22,16,Colorado,Automatic,Full-size,Sport Utilities,47998.0,4D Sport Utility
Chevrolet,Tahoe,2019,4WD,8,383,Gas,Black,Black,355,35376,21,15,Colorado,Automatic,Full-size,Sport Utilities,50998.0,4D Sport Utility
Nissan,Murano,2018,4WD,6,240,Gas,Black,Silver,260,44905,28,21,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities,Wagons",26998.0,4D Sport Utility
Ford,Edge,2015,4WD,4,275,Turbo Gas,Tan,Red,245,40886,28,20,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
BMW,430,2018,4WD,4,258,Turbo Gas,Black,White,248,11455,33,23,Tennessee,Automatic,,Sedans,36998.0,4D Sedan
Chevrolet,Corvette,2017,2WD,8,,,Red,Black,,38419,,,Alabama,Automatic,Compact,Coupes,48998.0,2D Coupe
Buick,LaCrosse,2012,2WD,4,172,Hybrid,Tan,Gold,182,45340,36,25,Alabama,Automatic,Full-size,Sedans,17998.0,4D Sedan
